distilbert,DR,"I have three dogs. Dogs and cats can't live together, so ______.","[CLS] here are the options : a. my dogs don ' t like cats. b. i have three cats., c. i want a cat.",0
distilbert,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______.",,0
distilbert,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.","[CLS] here are the options : a. i am sad. b. i am camping., c. i am in colorado., d. i am in the",0
distilbert,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",[CLS] here are the options : a. i had coffee. b. i had money.,0
distilbert,AR,Helmet is to head as Shoe is to _____.,,0
distilbert,AR,Cow is to human as Fly is to ______.,,0
distilbert,AR,Ruby is to corundum as Diamond is to ______.,,0
distilbert,AR,Aphrodite is to Venus as Roman is to ______.,,0
distilbert,AR,4 is to 16 as 8 is to ______.,. 64 the word that best replaces,0
distilbert,AR,Fork is to spaghetti as spoon is to ______.,,0
distilbert,AR,Buying food at the grocery store is like ____.,,0
distilbert,AR,Finding hidden treasure is like ______.,", c. having a party, d. winning the lottery, e. going on a scavenger hunt the word that best replaces",0
distilbert,AR,Starting a new book is like ______.,,0
distilbert,AR,Laugh is to cry as ______.,. the word that best replaces,0
distilbert,AR,Drive is to car as ______.,. the word that best replaces,0
distilbert,AR,Writing relates to ink as _____.,. the word that best replaces,0
distilbert,AR,A lake is most similar to a _______.,,0
distilbert,AR,A bandaid is most similar to ______.,,0
distilbert,AR,A sandwich is most similar to _____.,,0
distilbert,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0
distilbert,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
distilbert,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.",,0
distilbert,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.",,0
distilbert,DR,"Siblings always fight. Me and Jose are siblings, so _______.",. the word that best replaces,0
distilbert,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______.",. the word that best replaces,0
distilbert,DR,"Cats like going outside, so ______.",. the word that best replaces,0
distilbert,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",,0
distilbert,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. ",,0
distilbert,DR,"The sky is not green. The ozone layer is green, so it _______.",,0
distilbert,DR,"My plant is huge. This fern is tiny, so _______.",. the word that best replaces,0
distilbert,DR,"I have three dogs. Dogs and cats can't live together, so ______.","' t like cats. b. i have three cats., c. i want a cat., d. my dogs are lonely., e. i have no cats. the word that best replaces",0
distilbert,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______.",. the word that best replaces,0
distilbert,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",. the word that best replaces,0
distilbert,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",. the word that best replaces,0
distilbert,AR,Helmet is to head as Shoe is to _____.,"here are the options : a. knee b. foot, c. sock",0
distilbert,AR,Cow is to human as Fly is to ______.,"here are the options : a. frog b. hop, c. buzz, d. fly, e. cow",0
distilbert,AR,Ruby is to corundum as Diamond is to ______.,,0
distilbert,AR,Aphrodite is to Venus as Roman is to ______.,"here are the options : a. persian b. greek, c. egyptian, d. mediterranean",0
distilbert,AR,4 is to 16 as 8 is to ______.,"here are the options : a. 24 b. 36, c. 48, d. 56",0
distilbert,AR,Fork is to spaghetti as spoon is to ______.,"eat, d. wheat",0
distilbert,AR,Buying food at the grocery store is like ____.,,0
distilbert,AR,Finding hidden treasure is like ______.,,0
distilbert,AR,Starting a new book is like ______.,,0
distilbert,AR,Laugh is to cry as ______.,,0
distilbert,AR,Drive is to car as ______.,,0
distilbert,AR,Writing relates to ink as _____.,,0
distilbert,AR,A lake is most similar to a _______.,here are the options : a. crater b. glass,0
distilbert,AR,A bandaid is most similar to ______.,"here are the options : a. a cut b. a doctor, c. a medicine, d. a piece of",0
distilbert,AR,A sandwich is most similar to _____.,,0
distilbert,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0
distilbert,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
distilbert,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.","here are the options : a. a puppet b. a human, c. scary, d. small, e. a ventrilo",0
distilbert,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.",,0
distilbert,DR,"Siblings always fight. Me and Jose are siblings, so _______.",,0
distilbert,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______.",,0
distilbert,DR,"Cats like going outside, so ______.",,0
distilbert,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",senator,0
distilbert,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. ","here are the options : a. be a dog b. not be a dog, c. be ugly, d. not",0
distilbert,DR,"The sky is not green. The ozone layer is green, so it _______.",here are the options : a. is dangerous. b. is due to climate change,0
distilbert,DR,"My plant is huge. This fern is tiny, so _______.","here are the options : a. the fern is not my plant. b. the fern is not huge., c. my plant is small., d. my plant is not a sun",0
distilbert,DR,"I have three dogs. Dogs and cats can't live together, so ______.",,0
distilbert,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______.",,0
distilbert,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",,0
distilbert,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",,0
distilbert,AR,Helmet is to head as Shoe is to _____.,,0
distilbert,AR,Cow is to human as Fly is to ______.,,0
distilbert,AR,Ruby is to corundum as Diamond is to ______.,"b. gold, c",0
distilbert,AR,Aphrodite is to Venus as Roman is to ______.,"b. greek, c",0
distilbert,AR,4 is to 16 as 8 is to ______.,,0
distilbert,AR,Fork is to spaghetti as spoon is to ______.,"b. bowl, c",0
distilbert,AR,Buying food at the grocery store is like ____.,,0
distilbert,AR,Finding hidden treasure is like ______.,,0
distilbert,AR,Starting a new book is like ______.,[CLS] here are the options : a,0
distilbert,AR,Laugh is to cry as ______.,,0
distilbert,AR,Drive is to car as ______.,,0
distilbert,AR,Writing relates to ink as _____.,,0
distilbert,AR,A lake is most similar to a _______.,,0
distilbert,AR,A bandaid is most similar to ______.,,0
distilbert,AR,A sandwich is most similar to _____.,,0
distilbert,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0
distilbert,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
distilbert,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.",,0
distilbert,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.","b. large, c",0
distilbert,DR,"Siblings always fight. Me and Jose are siblings, so _______.","fight., c",0
distilbert,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______.",,0
distilbert,DR,"Cats like going outside, so ______.",,0
distilbert,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",,0
distilbert,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. ","not be a dog, c",0
distilbert,DR,"The sky is not green. The ozone layer is green, so it _______.",,0
distilbert,DR,"My plant is huge. This fern is tiny, so _______.","my plant. b. the fern is not huge., c",0
distilbert,DR,"I have three dogs. Dogs and cats can't live together, so ______.","my dogs don ' t like cats. b. i have three cats., c",0
distilbert,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______.",,0
distilbert,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",,0
distilbert,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",,0
distilbert_TRAINED,AR,Helmet is to head as Shoe is to _____.,,0
distilbert_TRAINED,AR,Cow is to human as Fly is to ______.,,0
distilbert_TRAINED,AR,Ruby is to corundum as Diamond is to ______.,"b. gold, c",0
distilbert_TRAINED,AR,Aphrodite is to Venus as Roman is to ______.,"b. greek, c",0
distilbert_TRAINED,AR,4 is to 16 as 8 is to ______.,,0
distilbert_TRAINED,AR,Fork is to spaghetti as spoon is to ______.,"b. bowl, c",0
distilbert_TRAINED,AR,Buying food at the grocery store is like ____.,,0
distilbert_TRAINED,AR,Finding hidden treasure is like ______.,,0
distilbert_TRAINED,AR,Starting a new book is like ______.,[CLS] here are the options : a,0
distilbert_TRAINED,AR,Laugh is to cry as ______.,,0
distilbert_TRAINED,AR,Drive is to car as ______.,,0
distilbert_TRAINED,AR,Writing relates to ink as _____.,,0
distilbert_TRAINED,AR,A lake is most similar to a _______.,,0
distilbert_TRAINED,AR,A bandaid is most similar to ______.,,0
distilbert_TRAINED,AR,A sandwich is most similar to _____.,,0
distilbert_TRAINED,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0
distilbert_TRAINED,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
distilbert_TRAINED,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.",,0
distilbert_TRAINED,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.","b. large, c",0
distilbert_TRAINED,DR,"Siblings always fight. Me and Jose are siblings, so _______.","fight., c",0
distilbert_TRAINED,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______.",,0
distilbert_TRAINED,DR,"Cats like going outside, so ______.",,0
distilbert_TRAINED,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",,0
distilbert_TRAINED,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. ","not be a dog, c",0
distilbert_TRAINED,DR,"The sky is not green. The ozone layer is green, so it _______.",,0
distilbert_TRAINED,DR,"My plant is huge. This fern is tiny, so _______.","my plant. b. the fern is not huge., c",0
distilbert_TRAINED,DR,"I have three dogs. Dogs and cats can't live together, so ______.","my dogs don ' t like cats. b. i have three cats., c",0
distilbert_TRAINED,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______.",,0
distilbert_TRAINED,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",,0
distilbert_TRAINED,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",,0
roberta,AR,Helmet is to head as Shoe is to _____.," B. foot, C. sock, D. hat, E. toe the word that best replaces the ""_____"" is ",0
roberta,AR,Cow is to human as Fly is to ______.," B. hop, C. buzz, D. fly, E. cow the word that best replaces the ""_____"" is ",0
roberta,AR,Ruby is to corundum as Diamond is to ______.," gold, C. iron, D. cobalt, E. carbon the word that best replaces the ""_____"" is ",0
roberta,AR,Aphrodite is to Venus as Roman is to ______.," B. Greek, C. Egyptian, D. Mediterranean, E. Indian the word that best replaces the ""_____"" is ",0
roberta,AR,4 is to 16 as 8 is to ______.," 56, E. 64 the word that best replaces the ""_____"" is ",0
roberta,AR,Fork is to spaghetti as spoon is to ______.," B. bowl, C. eat, D. wheat, E. cereal the word that best replaces the ""_____"" is ",0
roberta,AR,Buying food at the grocery store is like ____.," station  B. Going on a walk, C. Spending time with friends, D. Going to the movies, E. Buying something online the word that best replaces the ""_____"" is ",0
roberta,AR,Finding hidden treasure is like ______.," party, D. Winning the lottery, E. Going on a scavenger hunt the word that best replaces the ""_____"" is ",0
roberta,AR,Starting a new book is like ______.," trip, D. Starting a TV series, E. Starting physical therapy the word that best replaces the ""_____"" is ",0
roberta,AR,Laugh is to cry as ______.," is to cry. the word that best replaces the ""_____"" is ",0
roberta,AR,Drive is to car as ______.," is to bike., E. Engine is to truck. the word that best replaces the ""_____"" is ",0
roberta,AR,Writing relates to ink as _____.," relates to marriage. the word that best replaces the ""_____"" is ",0
roberta,AR,A lake is most similar to a _______.," B. glass of water, C. empty cup, D. tall building, E. pie the word that best replaces the ""_____"" is ",0
roberta,AR,A bandaid is most similar to ______.," B. a doctor, C. a medicine, D. a piece of paper, E. a tarp the word that best replaces the ""_____"" is ",0
roberta,AR,A sandwich is most similar to _____.,", C. a computer , D. a potato, E. a crab the word that best replaces the ""_____"" is ",0
roberta,DR,"All mountains are large. Everest is a mountain, so Everest is _______."," B. cold, C. all mountains, D. large, E. small the word that best replaces the ""_____"" is ",0
roberta,DR,"All dogs are nice. Steve is a dog, so steve is _______."," B. mean, C. barks, D. a pet, E. nice the word that best replaces the ""_____"" is ",0
roberta,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______."," B. a human, C. scary, D. small, E. a ventriloquist the word that best replaces the ""_____",0
roberta,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.",""" is ",0
roberta,DR,"Siblings always fight. Me and Jose are siblings, so _______."," name. the word that best replaces the ""_____"" is ",0
roberta,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______."," B. she must be a girl., C. she has good taste., D. Jessamine is royalty., E. Jessamine owns purple clothes. the word that best replaces the ""_____"" is ",0
roberta,DR,"Cats like going outside, so ______."," to go outside.  B. my cat Peter must be outside., C. Peter, my cat, is old., D. my cat Peter has claws., E. my cat Peter eats grass. the word that best replaces the ""_____"" is ",0
roberta,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______."," B. a politician, C. a senator, D. a hater, E. a woman the word that best replaces the ""_____"" is ",0
roberta,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. "," a dog, C. be ugly, D. not be ugly, E. be cute the word that best replaces the ""_____",0
roberta,DR,"The sky is not green. The ozone layer is green, so it _______."," is polluted. the word that best replaces the ""_____"" is ",0
roberta,DR,"My plant is huge. This fern is tiny, so _______."," A. the fern is not my plant.  B. the fern is not huge., C. my plant is small., D. my plant is not a sunflower., E. my plant is a sunflower. the word that best replaces the ""_____"" is ",0
roberta,DR,"I have three dogs. Dogs and cats can't live together, so ______.",,0
roberta,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______."," ""_____"" is ",0
roberta,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",,0
roberta,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______."," was poor. the word that best replaces the ""_____"" is ",0
roberta,AR,Helmet is to head as Shoe is to _____.,,0
roberta,AR,Cow is to human as Fly is to ______.,,0
roberta,AR,Ruby is to corundum as Diamond is to ______.,,0
roberta,AR,Aphrodite is to Venus as Roman is to ______.,,0
roberta,AR,4 is to 16 as 8 is to ______.," 24  B. 36, C. 48, D. 56",0
roberta,AR,Fork is to spaghetti as spoon is to ______.,,0
roberta,AR,Buying food at the grocery store is like ____.," station  B. Going on a walk, C",0
roberta,AR,Finding hidden treasure is like ______.,,0
roberta,AR,Starting a new book is like ______.," show  B. Reading a book, C",0
roberta,AR,Laugh is to cry as ______.," C. Happy is to smile., D. Sad is to smile",0
roberta,AR,Drive is to car as ______.,": A. Hover is to board.  B. Play is to game., C. Grow is to nurture., D. Engine is to bike., E. Engine",0
roberta,AR,Writing relates to ink as _____.,,0
roberta,AR,A lake is most similar to a _______.,,0
roberta,AR,A bandaid is most similar to ______.,,0
roberta,AR,A sandwich is most similar to _____.,,0
roberta,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0
roberta,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
roberta,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.", a vent,0
roberta,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.",,0
roberta,DR,"Siblings always fight. Me and Jose are siblings, so _______.",,0
roberta,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______."," a girl., C",0
roberta,DR,"Cats like going outside, so ______.",,0
roberta,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",,0
roberta,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. "," a dog, C. be ugly, D. not be ugly",0
roberta,DR,"The sky is not green. The ozone layer is green, so it _______."," change., C",0
roberta,DR,"My plant is huge. This fern is tiny, so _______.",: A,0
roberta,DR,"I have three dogs. Dogs and cats can't live together, so ______.",,0
roberta,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______."," States., C. Mark",0
roberta,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",": A. I am sad.  B. I am camping., C",0
roberta,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",,0
roberta_TRAINED,AR,Helmet is to head as Shoe is to _____.,,0
roberta_TRAINED,AR,Cow is to human as Fly is to ______.,,0
roberta_TRAINED,AR,Ruby is to corundum as Diamond is to ______.,,0
roberta_TRAINED,AR,Aphrodite is to Venus as Roman is to ______.,,0
roberta_TRAINED,AR,4 is to 16 as 8 is to ______.," 24  B. 36, C. 48, D. 56",0
roberta_TRAINED,AR,Fork is to spaghetti as spoon is to ______.,,0
roberta_TRAINED,AR,Buying food at the grocery store is like ____.," station  B. Going on a walk, C",0
roberta_TRAINED,AR,Finding hidden treasure is like ______.,,0
roberta_TRAINED,AR,Starting a new book is like ______.," show  B. Reading a book, C",0
roberta_TRAINED,AR,Laugh is to cry as ______.," C. Happy is to smile., D. Sad is to smile",0
roberta_TRAINED,AR,Drive is to car as ______.,": A. Hover is to board.  B. Play is to game., C. Grow is to nurture., D. Engine is to bike., E. Engine",0
roberta_TRAINED,AR,Writing relates to ink as _____.,,0
roberta_TRAINED,AR,A lake is most similar to a _______.,,0
roberta_TRAINED,AR,A bandaid is most similar to ______.,,0
roberta_TRAINED,AR,A sandwich is most similar to _____.,,0
roberta_TRAINED,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0
roberta_TRAINED,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
roberta_TRAINED,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.", a vent,0
roberta_TRAINED,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.",,0
roberta_TRAINED,DR,"Siblings always fight. Me and Jose are siblings, so _______.",,0
roberta_TRAINED,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______."," a girl., C",0
roberta_TRAINED,DR,"Cats like going outside, so ______.",,0
roberta_TRAINED,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",,0
roberta_TRAINED,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. "," a dog, C. be ugly, D. not be ugly",0
roberta_TRAINED,DR,"The sky is not green. The ozone layer is green, so it _______."," change., C",0
roberta_TRAINED,DR,"My plant is huge. This fern is tiny, so _______.",: A,0
roberta_TRAINED,DR,"I have three dogs. Dogs and cats can't live together, so ______.",,0
roberta_TRAINED,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______."," States., C. Mark",0
roberta_TRAINED,DR,"I only go to cabins when I am sad. I am in a cabin, so _______.",": A. I am sad.  B. I am camping., C",0
roberta_TRAINED,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",,0
qwen,AR,Helmet is to head as Shoe is to _____.," hat, E. toe the word that best replaces the ""_____"" is Of those options",0
qwen,AR,Cow is to human as Fly is to ______.,", C. buzz, D. fly, E",0
qwen,AR,Ruby is to corundum as Diamond is to ______.," the options: A. silver  B. gold, C. iron, D. cobalt, E. carbon the word that best replaces the """,0
qwen,AR,Aphrodite is to Venus as Roman is to ______.,,0
qwen,AR,4 is to 16 as 8 is to ______.,,0
qwen,AR,Fork is to spaghetti as spoon is to ______.," best replaces the ""_____"" is ",0
qwen,AR,Buying food at the grocery store is like ____.," with friends, D. Going to the movies, E. Buying something",0
qwen,AR,Finding hidden treasure is like ______.," a party, D. Winning the lottery, E. Going on a scavenger hunt the word that best replaces",0
qwen,AR,Starting a new book is like ______.,"  B. Reading a book, C. Starting a road trip, D. Starting a TV series, E.",0
qwen,AR,Laugh is to cry as ______.,  B. Cry,0
qwen,AR,Drive is to car as ______., is to,0
qwen,AR,Writing relates to ink as _____.,,0
qwen,AR,A lake is most similar to a _______.,,0
qwen,AR,A bandaid is most similar to ______.," a medicine, D. a piece of paper, E. a",0
qwen,AR,A sandwich is most similar to _____., the options: A. an ore,0
qwen,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",", E. small the word that best replaces the ""_____"" is Of those",0
qwen,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0
qwen,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.",", E. a ventriloquist the word that best replaces the ""_____"" is ",0
qwen,DR,"All men are dumb. If Shannon is a man, then Shannon must be _______.",,0
qwen,DR,"Siblings always fight. Me and Jose are siblings, so _______."," always fight., C. we never fight., D. we have the same parents., E. we have the same last name. the word that best replaces the ""_____"" is Of those options",0
qwen,DR,"Purple is only for royalty. If Jessamine is wearing purple, then ______.",,0
qwen,DR,"Cats like going outside, so ______.",,0
qwen,DR,"All senators hate their constituents. Mary doesn't hate her constituents, so Mary must not be _______.",,0
qwen,DR,"Dogs are always cute, but Mr. Brown is not cute, so Mr. Brown must ______. ", word that best replaces,0
qwen,DR,"The sky is not green. The ozone layer is green, so it _______.",,0
qwen,DR,"My plant is huge. This fern is tiny, so _______.",,0
qwen,DR,"I have three dogs. Dogs and cats can't live together, so ______.",,0
qwen,DR,"I only visit Mark in Texas. I am in New Zealand, so the friend with me is _______.",,0
qwen,DR,"I only go to cabins when I am sad. I am in a cabin, so _______."," am in Colorado., D. I am",0
qwen,DR,"If I have money, I spend it on coffee. I bought a coffee this morning, so this morning ______.",,0
qwen,AR,Helmet is to head as Shoe is to _____.,,0,0.11848044395446777
qwen,AR,Cow is to human as Fly is to ______.,,0,0.1577754020690918
qwen,AR,Ruby is to corundum as Diamond is to ______.,,0,0.10439562797546387
qwen,AR,Aphrodite is to Venus as Roman is to ______.,,0,0.10025620460510254
qwen,AR,4 is to 16 as 8 is to ______.,,0,0.11400008201599121
qwen,AR,Fork is to spaghetti as spoon is to ______.,,0,0.09739565849304199
qwen,AR,Buying food at the grocery store is like ____.,,0,0.10700011253356934
qwen,AR,Finding hidden treasure is like ______.,". Opening a box  B. Getting a present, C. Having a party, D. Winning the lottery, E. Going on a scavenger hunt the word that best replaces the ""_____"" is Of those",0,0.12700152397155762
qwen,AR,Starting a new book is like ______.,,0,0.11499834060668945
qwen,AR,Laugh is to cry as ______.,,0,0.11713409423828125
qwen,AR,Drive is to car as ______.," board.  B. Play is to game., C. Grow is to nurture., D. Engine is to bike., E. Engine is to truck.",0,0.10599970817565918
qwen,AR,Writing relates to ink as _____.,,0,0.12343955039978027
qwen,AR,A lake is most similar to a _______.,,0,0.10599946975708008
qwen,AR,A bandaid is most similar to ______.,,0,0.10914993286132812
qwen,AR,A sandwich is most similar to _____.,,0,0.10484552383422852
qwen,DR,"All mountains are large. Everest is a mountain, so Everest is _______.",,0,0.10734891891479492
qwen,DR,"All dogs are nice. Steve is a dog, so steve is _______.",,0,0.0950005054473877
qwen,DR,"Puppets are scary, and Susan is a puppet. So, Susan must be _______.",,0,0.10899996757507324
